subject,modeldate,party,approve_estimate,disapprove_estimate,timestamp
Trump,12/1/2021,I,35.912502,57.484054,13:08:14  1 Dec 2021
Biden,2/2/2022,all,44.958777,49.513759,14:39:18  2 Feb 2022
Trump,2/16/2022,R,76.792488,19.971529,14:02:18 16 Feb 2022
Trump,9/6/2020,all,38.98384,57.074155,10:40:22  6 Sep 2020
Trump,8/10/2021,R,76.792488,19.971529,20:20:19 10 Aug 2021
Trump,5/7/2020,I,39.085562,53.7043,18:50:06  7 May 2020
Trump,8/26/2021,I,35.912502,57.484054,08:05:50 30 Aug 2021
Biden,5/13/2022,D,82.854055,13.319963,05:30:12 14 May 2022
Biden,3/31/2021,D,91.495159,5.7496871,19:35:08 31 Mar 2021
Trump,4/27/2020,all,45.787883,50.18898,17:45:07 27 Apr 2020
Trump,4/13/2021,all,38.952622,57.001373,09:10:24 13 Apr 2021
Trump,3/7/2021,I,35.865281,57.707884,09:35:26  8 Mar 2021
Biden,2/18/2022,D,78.820025,16.840018,08:45:13 22 Feb 2022
Biden,6/4/2022,D,81.015227,14.211822,12:54:08  5 Jun 2022
Biden,7/19/2021,I,57.552725,35.338729,08:00:37 20 Jul 2021
Trump,7/16/2020,I,32.398083,61.396277,16:40:09 16 Jul 2020
Biden,6/9/2022,D,81.522011,13.731717,11:51:15 13 Jun 2022
Trump,4/11/2020,all,47.739141,48.133345,07:50:06 11 Apr 2020
Biden,9/11/2021,all,52.243979,40.860664,14:56:19 14 Sep 2021
Trump,10/18/2020,R,83.063868,14.973541,07:20:23 19 Oct 2020
Biden,6/9/2021,all,62.402239,32.743488,11:41:38  9 Jun 2021
Biden,2/25/2022,D,80.5529,15.113135,12:26:07 25 Feb 2022
Biden,3/20/2021,D,92.650739,4.9978962,09:45:08 22 Mar 2021
Trump,11/27/2020,D,7.7581781,90.643271,20:45:15 28 Nov 2020
Biden,5/8/2022,all,49.287477,44.168305,03:29:24  9 May 2022
Biden,6/10/2021,R,32.482702,62.993957,23:05:25 11 Jun 2021
Biden,7/16/2021,all,59.913669,32.590649,08:01:31 20 Jul 2021
Trump,12/7/2021,all,38.940859,57.001143,04:41:37  8 Dec 2021
Biden,3/17/2022,I,44.757946,48.10498,10:09:17 21 Mar 2022
Trump,12/22/2020,all,39.938407,56.389217,18:15:20 22 Dec 2020
Biden,6/6/2021,D,90.02563,7.4532528,11:40:10  9 Jun 2021
Biden,5/7/2021,all,62.587247,31.624574,21:30:19  7 May 2021
Trump,4/26/2020,all,45.872841,50.066345,08:05:09 27 Apr 2020
Trump,9/9/2021,D,9.4143635,87.934516,12:10:12  9 Sep 2021
Trump,11/14/2021,I,35.912502,57.484054,13:15:28 14 Nov 2021
Biden,6/17/2021,D,91.159409,6.7247622,21:00:07 17 Jun 2021
Biden,3/1/2022,I,39.445094,52.131436,04:08:27  2 Mar 2022
Trump,12/10/2021,R,76.792488,19.971529,09:39:17 10 Dec 2021
Biden,3/16/2022,I,44.757946,48.10498,14:07:08 16 Mar 2022
Trump,9/20/2021,R,76.792488,19.971529,08:25:34 21 Sep 2021
Biden,4/27/2022,all,48.741112,44.133138,19:53:11 27 Apr 2022
Trump,5/1/2020,R,84.436809,12.832509,19:00:07  1 May 2020
Biden,5/28/2022,D,81.995171,14.21412,00:06:22 31 May 2022
Trump,4/22/2020,D,15.903472,81.424771,15:55:05 22 Apr 2020
Trump,12/27/2020,R,81.135586,16.305441,02:30:29 27 Dec 2020
Trump,9/13/2021,R,76.792488,19.971529,14:56:03 14 Sep 2021
Trump,9/30/2020,I,34.623011,59.686211,19:15:21 30 Sep 2020
Trump,3/18/2020,R,83.02334,12.42957,17:45:31  2 Apr 2020
Biden,9/14/2021,D,86.06711,10.914963,14:55:07 14 Sep 2021
Trump,2/7/2022,all,38.940859,57.001143,20:23:23  7 Feb 2022
Trump,12/17/2021,R,76.792488,19.971529,09:39:01 21 Dec 2021
Trump,12/20/2021,I,35.912502,57.484054,09:38:34 21 Dec 2021
Biden,2/10/2022,D,78.288652,17.127332,12:45:09 10 Feb 2022
Biden,7/4/2021,R,32.294621,62.288613,12:55:23  4 Jul 2021
Biden,8/3/2021,all,57.844197,34.480026,08:00:37  4 Aug 2021
Biden,3/23/2021,I,59.246738,33.59399,10:45:15 24 Mar 2021
Biden,12/16/2021,all,48.148961,45.241931,00:17:22 16 Dec 2021
Trump,4/21/2020,all,46.435612,49.610024,21:40:07 21 Apr 2020
Trump,11/2/2020,D,6.2841971,91.462171,18:50:08  2 Nov 2020
Trump,3/16/2020,R,82.85318,11.96639,17:45:31  2 Apr 2020
Trump,3/16/2020,all,43.88717,49.0646,17:45:46  2 Apr 2020
Trump,3/16/2020,D,14.79079,79.3261,17:45:07  2 Apr 2020
Trump,3/15/2020,D,15.12768,78.77473,17:45:07  2 Apr 2020
Trump,3/15/2020,I,40.2639,46.95118,17:45:19  2 Apr 2020
Trump,3/15/2020,all,43.98315,48.80058,17:45:46  2 Apr 2020
Trump,3/15/2020,R,83.10537,11.78995,17:45:32  2 Apr 2020
Trump,3/14/2020,all,43.4521,49.09134,17:45:46  2 Apr 2020
Trump,3/14/2020,I,38.7824,47.74377,17:45:19  2 Apr 2020
Trump,3/14/2020,R,82.54643,11.89394,17:45:32  2 Apr 2020
Trump,3/14/2020,D,13.7871,79.58198,17:45:07  2 Apr 2020
Trump,3/13/2020,D,13.77926,78.91908,17:45:08  2 Apr 2020
Trump,3/13/2020,all,43.45163,49.09423,17:45:47  2 Apr 2020
Trump,3/13/2020,I,39.10692,47.43478,17:45:19  2 Apr 2020
Trump,3/13/2020,R,82.20649,11.8823,17:45:32  2 Apr 2020
Trump,3/12/2020,D,13.95845,78.0076,17:45:08  2 Apr 2020
Trump,3/12/2020,I,38.85675,47.11414,17:45:20  2 Apr 2020
Trump,3/12/2020,all,43.16972,48.739,17:45:47  2 Apr 2020
Trump,3/12/2020,R,82.34178,11.52723,17:45:32  2 Apr 2020
Trump,3/11/2020,R,81.95955,11.1528,17:45:33  2 Apr 2020
Trump,3/11/2020,I,37.71305,46.64754,17:45:20  2 Apr 2020
Trump,3/11/2020,all,42.29969,49.0095,17:45:47  2 Apr 2020
Trump,3/11/2020,D,14.5282,78.27158,17:45:08  2 Apr 2020
Trump,3/10/2020,I,37.98592,46.30633,17:45:20  2 Apr 2020
Trump,3/10/2020,all,42.31873,47.46267,17:45:47  2 Apr 2020
Trump,3/10/2020,R,81.68439,11.11598,17:45:33  2 Apr 2020
Trump,3/10/2020,D,13.98956,78.5371,17:45:08  2 Apr 2020
Trump,3/9/2020,D,14.0151,78.38747,17:45:09  2 Apr 2020
Trump,3/9/2020,R,81.57394,11.32758,17:45:33  2 Apr 2020
Trump,3/9/2020,I,37.14943,47.03231,17:45:20  2 Apr 2020
Trump,3/9/2020,all,42.34501,47.45365,17:45:48  2 Apr 2020
Trump,3/8/2020,all,42.43144,47.1093,17:45:48  2 Apr 2020
Trump,3/8/2020,R,81.66932,10.86292,17:45:33  2 Apr 2020
Trump,3/8/2020,I,37.4336,46.27357,17:45:21  2 Apr 2020
Trump,3/8/2020,D,13.80473,78.24803,17:45:09  2 Apr 2020
Trump,3/7/2020,I,38.23336,43.01685,17:45:21  2 Apr 2020
Trump,3/7/2020,R,80.15667,11.1448,17:45:34  2 Apr 2020
Trump,3/7/2020,all,42.08604,45.39878,17:45:48  2 Apr 2020
Trump,3/7/2020,D,15.57754,74.7625,17:45:09  2 Apr 2020
Trump,3/6/2020,R,80.57852,11.09188,17:45:34  2 Apr 2020
Trump,3/6/2020,I,39.00039,40.66616,17:45:21  2 Apr 2020
Trump,3/6/2020,D,17.32803,71.57773,17:45:09  2 Apr 2020
Trump,3/6/2020,all,42.80269,43.73902,17:45:49  2 Apr 2020
Trump,3/5/2020,all,42.80269,43.73902,17:45:49  2 Apr 2020
Trump,3/5/2020,D,17.32803,71.57773,17:45:09  2 Apr 2020
Trump,3/5/2020,I,39.00039,40.66616,17:45:21  2 Apr 2020
Trump,3/5/2020,R,80.57852,11.09188,17:45:34  2 Apr 2020
Trump,3/4/2020,I,39.44207,39.42209,17:45:22  2 Apr 2020
Trump,3/4/2020,D,18.44423,69.97042,17:45:10  2 Apr 2020
Trump,3/4/2020,R,81.18703,10.96929,17:45:34  2 Apr 2020
Trump,3/4/2020,all,43.40927,42.81175,17:45:49  2 Apr 2020
Trump,3/3/2020,R,81.18703,10.96929,17:45:35  2 Apr 2020
Trump,3/3/2020,all,43.40927,42.81175,17:45:50  2 Apr 2020
Trump,3/3/2020,D,18.44423,69.97042,17:45:10  2 Apr 2020
Trump,3/3/2020,I,39.44207,39.42209,17:45:22  2 Apr 2020
Trump,3/2/2020,I,41.74471,36.27087,17:45:22  2 Apr 2020
Trump,3/2/2020,all,46.41595,39.05365,17:45:50  2 Apr 2020
Trump,3/2/2020,R,82.4118,10.4637,17:45:35  2 Apr 2020
Trump,3/2/2020,D,20.95956,64.32472,17:45:10  2 Apr 2020
Trump,3/1/2020,all,46.41595,39.05365,17:45:50  2 Apr 2020
Trump,3/1/2020,I,41.74471,36.27087,17:45:22  2 Apr 2020
Trump,3/1/2020,D,20.95956,64.32472,17:45:10  2 Apr 2020
Trump,3/1/2020,R,82.4118,10.4637,17:45:35  2 Apr 2020
Trump,2/29/2020,R,82.36564,10.65129,17:45:35  2 Apr 2020
Trump,2/29/2020,D,21.65126,62.79855,17:45:10  2 Apr 2020
Trump,2/29/2020,I,42.66567,35.38785,17:45:23  2 Apr 2020
Trump,2/29/2020,all,47.15636,38.02801,17:45:50  2 Apr 2020
Trump,2/28/2020,I,42.66567,35.38785,17:45:23  2 Apr 2020
Trump,2/28/2020,D,21.65126,62.79855,17:45:11  2 Apr 2020
Trump,2/28/2020,all,47.15636,38.02801,17:45:51  2 Apr 2020
Trump,2/28/2020,R,82.36564,10.65129,17:45:36  2 Apr 2020
Trump,2/27/2020,I,40.96081,24.71771,17:45:23  2 Apr 2020
Trump,2/27/2020,D,21.46453,51.86199,17:45:11  2 Apr 2020
Trump,2/27/2020,R,80.51995,6.930058,17:45:36  2 Apr 2020
Trump,2/27/2020,all,45.95594,28.85493,17:45:51  2 Apr 2020
Trump,2/26/2020,all,45.95594,28.85493,17:45:51  2 Apr 2020
Trump,2/26/2020,I,40.96081,24.71771,17:45:23  2 Apr 2020
Trump,2/26/2020,R,80.51995,6.930058,17:45:36  2 Apr 2020
Trump,2/26/2020,D,21.46453,51.86199,17:45:11  2 Apr 2020
Trump,2/25/2020,D,20.31643,50.71891,17:45:11  2 Apr 2020
Trump,2/25/2020,R,79.80868,6.367058,17:45:36  2 Apr 2020
Trump,2/25/2020,I,38.52853,24.6117,17:45:23  2 Apr 2020
Trump,2/25/2020,all,44.344970000000004,28.33005,17:45:51  2 Apr 2020
Trump,2/24/2020,all,45.74806,27.53751,17:45:52  2 Apr 2020
Trump,2/24/2020,D,23.08517,48.37065,17:45:11  2 Apr 2020
Trump,2/24/2020,I,40.32019,24.01075,17:45:24  2 Apr 2020
Trump,2/24/2020,R,80.49252,6.084507,17:45:37  2 Apr 2020
Trump,2/23/2020,all,45.74806,27.53751,17:45:52  2 Apr 2020
Trump,2/23/2020,R,80.49252,6.084507,17:45:37  2 Apr 2020
Trump,2/23/2020,D,23.08517,48.37065,17:45:11  2 Apr 2020
Trump,2/23/2020,I,40.32019,24.01075,17:45:24  2 Apr 2020
Trump,2/22/2020,I,40.32019,24.01075,17:45:24  2 Apr 2020
Trump,2/22/2020,R,80.49252,6.084507,17:45:37  2 Apr 2020
Trump,2/22/2020,D,23.08517,48.37065,17:45:12  2 Apr 2020
Trump,2/22/2020,all,45.74806,27.53751,17:45:52  2 Apr 2020
Trump,2/21/2020,I,40.32019,24.01075,17:45:24  2 Apr 2020
Trump,2/21/2020,R,80.49252,6.084507,17:45:37  2 Apr 2020
Trump,2/21/2020,D,23.08517,48.37065,17:45:12  2 Apr 2020
Trump,2/21/2020,all,45.74806,27.53751,17:45:52  2 Apr 2020
Trump,2/20/2020,R,80.49252,6.084507,17:45:38  2 Apr 2020
Trump,2/20/2020,all,45.74806,27.53751,17:45:53  2 Apr 2020
Trump,2/20/2020,I,40.32019,24.01075,17:45:24  2 Apr 2020
Trump,2/20/2020,D,23.08517,48.37065,17:45:12  2 Apr 2020
Trump,2/19/2020,all,45.74806,27.53751,17:45:53  2 Apr 2020
Trump,2/19/2020,R,80.49252,6.084507,17:45:38  2 Apr 2020
Trump,2/19/2020,D,23.08517,48.37065,17:45:12  2 Apr 2020
Trump,2/19/2020,I,40.32019,24.01075,17:45:25  2 Apr 2020
Trump,2/18/2020,I,40.32019,24.01075,17:45:25  2 Apr 2020
Trump,2/18/2020,D,23.08517,48.37065,17:45:12  2 Apr 2020
Trump,2/18/2020,R,80.49252,6.084507,17:45:38  2 Apr 2020
Trump,2/18/2020,all,45.74806,27.53751,17:45:53  2 Apr 2020
Trump,2/17/2020,D,27.09484,44.86655,17:45:13  2 Apr 2020
Trump,2/17/2020,R,80.40076,5.410971,17:45:38  2 Apr 2020
Trump,2/17/2020,all,46.82001,26.48684,17:45:53  2 Apr 2020
Trump,2/17/2020,I,41.35748,23.84617,17:45:25  2 Apr 2020
Trump,2/16/2020,D,27.09484,44.86655,17:45:13  2 Apr 2020
Trump,2/16/2020,R,80.40076,5.410971,17:45:39  2 Apr 2020
Trump,2/16/2020,all,46.82001,26.48684,17:45:54  2 Apr 2020
Trump,2/16/2020,I,41.35748,23.84617,17:45:25  2 Apr 2020
Trump,2/15/2020,R,80.40076,5.410971,17:45:39  2 Apr 2020
Trump,2/15/2020,I,41.35748,23.84617,17:45:25  2 Apr 2020
Trump,2/15/2020,all,46.82001,26.48684,17:45:54  2 Apr 2020
Trump,2/15/2020,D,27.09484,44.86655,17:45:13  2 Apr 2020
Biden,2/20/2022,I,39.735229,52.393568,08:45:30 22 Feb 2022
Trump,2/2/2021,R,76.12318,20.32731,11:10:28  8 Feb 2021
Biden,1/23/2021,all,69,30.08231,11:11:17  8 Feb 2021
Trump,4/1/2020,I,45.48352,47.88953,17:45:14  2 Apr 2020
Trump,8/16/2021,I,35.912502,57.484054,08:15:42 18 Aug 2021
Trump,1/13/2022,I,35.912502,57.484054,12:21:14 13 Jan 2022
Biden,5/21/2021,I,60.348325,32.732013,21:05:10 21 May 2021
Trump,12/23/2020,R,81.135586,16.305441,10:15:18 23 Dec 2020
Trump,9/19/2021,R,76.792488,19.971529,13:35:40 19 Sep 2021
Trump,10/4/2021,all,38.940859,57.001143,13:20:28  4 Oct 2021
Trump,10/16/2020,I,35.189626,60.678243,19:05:11 16 Oct 2020
Trump,6/12/2021,D,9.4143635,87.934516,08:45:30 16 Jun 2021
Trump,5/11/2020,I,39.035502,54.033299,14:35:07 11 May 2020
Trump,8/9/2021,I,35.912502,57.484054,07:55:35 10 Aug 2021
Biden,6/9/2021,R,31.8329,63.228527,11:41:06  9 Jun 2021
Biden,6/7/2021,all,62.653095,32.638401,11:41:39  9 Jun 2021
Trump,2/27/2022,all,38.940859,57.001143,13:01:28 27 Feb 2022
Biden,4/19/2021,D,91.788072,5.9989866,09:15:08 20 Apr 2021
Trump,4/19/2020,all,47.25824,49.082732,09:05:07 19 Apr 2020
Trump,8/22/2020,R,79.365741,18.233926,10:40:18 23 Aug 2020
Biden,3/21/2021,D,92.650739,4.9978962,09:45:08 22 Mar 2021
Biden,2/6/2021,I,51.32995,30.06501,11:09:05  8 Feb 2021
Biden,2/3/2022,all,44.958777,49.513759,04:21:15  7 Feb 2022
Trump,6/19/2020,D,10.897349,87.242625,18:10:07 19 Jun 2020
Biden,10/19/2021,D,84.883888,10.93259,09:20:08 19 Oct 2021
Trump,11/9/2021,all,38.940859,57.001143,21:47:24  9 Nov 2021
Trump,9/24/2020,I,34.327791,59.491669,13:55:11 24 Sep 2020
Biden,7/7/2021,D,92.449837,5.1728779,09:20:07  7 Jul 2021
Biden,7/24/2021,all,59.302446,34.944598,08:55:47 26 Jul 2021
Trump,8/16/2020,I,33.134432,61.185123,09:05:11 16 Aug 2020
Biden,2/25/2022,R,16.591861,79.667318,12:26:14 25 Feb 2022
Trump,6/5/2021,D,9.4143635,87.934516,11:40:30  9 Jun 2021
Trump,9/10/2021,R,76.792488,19.971529,14:56:15 14 Sep 2021
Trump,12/18/2020,I,34.540248,59.17052,22:00:14 18 Dec 2020
Biden,4/10/2022,all,48.922206,45.122023,15:56:11 10 Apr 2022
Biden,5/5/2022,D,83.298308,12.944244,12:24:08  5 May 2022
Biden,3/18/2021,I,58.389745,33.816131,08:50:11 18 Mar 2021
Biden,3/1/2022,R,16.814638,79.46161,04:08:34  2 Mar 2022
Trump,11/18/2020,D,7.2299206,91.07459,18:50:13 18 Nov 2020
Biden,1/21/2022,all,44.000242,49.750913,09:19:20 21 Jan 2022
Trump,8/17/2021,D,9.4143635,87.934516,08:15:18 18 Aug 2021
Biden,6/18/2021,all,61.894845,33.156354,09:25:59 21 Jun 2021
Biden,12/6/2021,D,85.546026,10.865496,12:02:07  6 Dec 2021
Biden,4/12/2022,D,82.882021,13.321757,09:14:08 12 Apr 2022
Biden,1/31/2022,all,44.277338,49.961435,13:03:20 31 Jan 2022
Biden,10/18/2021,D,84.883888,10.93259,09:20:09 19 Oct 2021
Biden,10/9/2021,all,49.624573,41.958912,09:41:23 13 Oct 2021
Trump,10/25/2020,all,39.651,57.425912,07:40:28 25 Oct 2020
Biden,10/5/2021,R,19.114735,76.541981,09:10:16  5 Oct 2021
Biden,5/20/2021,R,32.27695,62.814807,12:15:22 21 May 2021
